scorer,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000,DLC_dlcrnetms5_ml_comparison_5Sep27shuffle1_200000
15,,,0.0,,,0.0,547.619,112.825,0.9990000128746033,,,0.0,529.574,139.823,0.9940000176429749,587.713,132.797,0.41200000047683716,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
16,619.299,43.789,0.7089999914169312,,,0.0,554.354,109.797,0.996999979019165,,,0.0,538.803,137.856,0.9629999995231628,635.831,84.873,0.3490000069141388,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
17,619.214,43.746,0.6930000185966492,,,0.0,554.423,109.8,0.996999979019165,,,0.0,538.847,138.01,0.9570000171661377,635.856,84.875,0.3479999899864197,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
18,595.362,52.886,0.875,491.665,99.773,0.6759999990463257,563.909,109.572,0.9990000128746033,,,0.0,547.21,139.118,0.9990000128746033,634.882,132.445,0.7450000047683716,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
19,,,0.0,,,0.0,554.352,117.355,0.9990000128746033,,,0.0,539.796,140.68,0.875,636.037,147.691,0.3569999933242798,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,533.072,99.649,0.7599999904632568,435.9,84.181,0.17900000512599945,508.043,138.349,0.9700000286102295,,,0.0,490.363,162.786,0.8740000128746033,556.422,148.221,0.5370000004768372,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,515.659,259.834,0.5479999780654907,396.553,254.829,0.9980000257492065,,,0.0,,,0.0,,,0.0,,,0.0,363.635,316.444,0.7950000166893005,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
45,507.789,259.763,0.8960000276565552,387.257,269.02,1.0,,,0.0,,,0.0,,,0.0,,,0.0,340.196,308.509,0.164000004529953,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
46,508.603,269.102,0.6190000176429749,394.17,257.458,1.0,476.749,315.562,0.9990000128746033,,,0.0,453.81,331.505,0.9990000128746033,515.903,339.967,0.7350000143051147,363.362,285.05,0.5929999947547913,,,0.0,,,0.0,356.146,476.027,0.2939999997615814,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
47,508.53,269.519,0.6800000071525574,394.179,257.7,0.9990000128746033,476.702,315.609,0.9990000128746033,,,0.0,454.067,331.442,0.9990000128746033,515.951,339.946,0.7300000190734863,363.319,285.048,0.5870000123977661,,,0.0,,,0.0,356.147,476.021,0.2540000081062317,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,539.257,133.663,0.9440000057220459,420.506,138.985,0.6470000147819519,,,0.0,,,0.0,,,0.0,,,0.0,381.111,155.248,0.6380000114440918,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
54,547.429,125.199,0.9850000143051147,428.462,124.949,0.9990000128746033,506.721,170.831,0.9919999837875366,,,0.0,485.235,195.35,0.5929999947547913,556.387,156.968,0.9070000052452087,380.115,164.142,0.6700000166893005,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
55,550.82,114.065,0.9909999966621399,442.259,107.908,0.8669999837875366,514.744,157.63,0.9810000061988831,,,0.0,500.08,187.06,0.5580000281333923,579.783,163.628,0.3330000042915344,403.223,131.905,0.8840000033378601,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
56,562.723,107.897,0.9929999709129333,447.57,98.099,0.9909999966621399,,,0.0,,,0.0,,,0.0,644.034,140.084,0.13600000739097595,411.922,123.968,0.3840000033378601,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
57,563.901,94.173,0.9160000085830688,457.628,84.843,0.972000002861023,528.283,138.495,0.9990000128746033,,,0.0,507.57,159.422,0.9980000257492065,588.037,139.934,0.13899999856948853,412.547,114.672,0.75,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
58,531.419,83.325,0.42100000381469727,452.955,75.94,0.9639999866485596,530.011,133.31,0.9990000128746033,,,0.0,507.815,154.377,0.9919999837875366,587.686,148.159,0.21899999678134918,411.832,107.809,0.5950000286102295,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
59,531.448,83.369,0.4300000071525574,453.255,75.888,0.9610000252723694,529.971,133.288,0.9990000128746033,,,0.0,507.796,154.221,0.9919999837875366,587.665,148.061,0.24300000071525574,411.852,107.781,0.6050000190734863,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
60,557.666,89.808,0.9919999837875366,452.208,91.3,0.2709999978542328,519.498,138.607,0.9950000047683716,,,0.0,505.497,162.165,0.9980000257492065,581.324,130.889,0.9919999837875366,406.364,106.845,0.6890000104904175,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
61,540.647,109.456,0.9700000286102295,,,0.0,506.957,147.399,0.9990000128746033,,,0.0,492.702,170.135,0.9440000057220459,569.965,134.621,0.9089999794960022,397.241,113.828,0.9589999914169312,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,500.281,171.128,0.7239999771118164,363.573,186.965,0.13899999856948853,460.031,220.646,0.9940000176429749,,,0.0,444.532,243.164,0.8140000104904175,524.175,211.898,0.9649999737739563,305.044,193.487,0.9860000014305115,,,0.0,,,0.0,,,0.0,540.113,252.662,0.14900000393390656,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
67,484.222,141.945,0.9900000095367432,363.108,154.522,0.8849999904632568,,,0.0,,,0.0,,,0.0,,,0.0,299.929,196.656,0.5360000133514404,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,0.0,,,0.0,427.474,172.914,0.9860000014305115,,,0.0,416.482,193.669,0.9980000257492065,474.633,131.766,0.8059999942779541,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
73,446.294,99.507,0.6660000085830688,355.349,106.943,0.996999979019165,437.982,158.148,0.9929999709129333,,,0.0,413.177,186.993,0.9940000176429749,491.344,131.68,0.8529999852180481,332.911,112.745,0.9390000104904175,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
74,468.266,101.068,0.8759999871253967,361.779,99.09,0.9990000128746033,436.409,148.379,0.9959999918937683,,,0.0,414.884,172.889,0.9980000257492065,507.342,139.98,0.8109999895095825,316.845,147.556,0.7519999742507935,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
75,472.117,110.035,0.9900000095367432,361.847,101.171,0.9980000257492065,442.945,150.145,0.9990000128746033,,,0.0,422.502,178.135,0.9980000257492065,515.739,155.688,0.4009999930858612,323.478,155.7,0.3919999897480011,475.321,92.069,0.25099998712539673,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
76,478.429,109.196,0.9300000071525574,371.462,99.854,0.3659999966621399,444.948,148.27,1.0,,,0.0,429.743,177.27,0.9940000176429749,507.695,140.673,0.9810000061988831,322.359,139.928,0.382999986410141,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
77,478.507,109.197,0.9470000267028809,371.448,99.851,0.41200000047683716,444.896,148.524,1.0,,,0.0,429.736,177.49,0.9950000047683716,507.684,140.535,0.9829999804496765,321.905,139.94,0.4189999997615814,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
78,484.047,108.681,0.972000002861023,371.202,107.308,0.9990000128746033,453.776,155.377,1.0,,,0.0,436.148,180.148,0.9990000128746033,515.207,137.874,0.8410000205039978,,,0.0,475.459,92.18,0.1599999964237213,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
79,500.971,106.662,0.9760000109672546,378.933,110.459,0.9900000095367432,459.417,162.89,0.9980000257492065,,,0.0,442.545,187.355,0.9470000267028809,516.204,139.893,0.8970000147819519,347.711,195.824,0.34599998593330383,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
80,499.977,116.284,0.9330000281333923,393.902,124.952,0.8569999933242798,472.648,171.455,0.996999979019165,,,0.0,453.911,196.839,1.0,523.284,147.807,0.5720000267028809,348.097,187.077,0.7149999737739563,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
81,,,0.0,,,0.0,475.637,182.976,0.9990000128746033,,,0.0,461.189,204.635,0.9919999837875366,516.0,164.756,0.7720000147819519,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,0.0,,,0.0,,,0.0,436.648,188.1,0.9229999780654907,,,0.0,299.435,167.734,0.9240000247955322,,,0.0,364.72,156.297,0.6650000214576721,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,460.457,164.07,0.49799999594688416,379.447,155.234,1.0,,,0.0,,,0.0,,,0.0,507.808,219.774,0.16099999845027924,323.881,179.679,0.16599999368190765,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,0.0,,,0.0,442.803,204.655,0.996999979019165,,,0.0,419.619,227.647,0.9890000224113464,507.657,210.435,0.9750000238418579,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
89,,,0.0,,,0.0,442.797,204.574,0.996999979019165,,,0.0,419.692,227.523,0.9900000095367432,507.737,210.124,0.9739999771118164,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
90,467.36,149.221,0.6539999842643738,359.414,142.194,1.0,433.734,198.802,0.9990000128746033,,,0.0,412.508,221.435,0.9990000128746033,500.718,186.706,0.9869999885559082,316.28,164.894,0.6880000233650208,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
91,468.813,163.172,0.8370000123977661,355.061,129.586,1.0,426.852,194.459,0.9980000257492065,,,0.0,411.645,218.931,0.9959999918937683,483.598,172.104,0.17599999904632568,,,0.0,,,0.0,,,0.0,355.614,308.119,0.5690000057220459,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
92,459.524,141.33,0.828000009059906,355.96,131.39,0.9700000286102295,426.591,186.661,0.9990000128746033,,,0.0,405.808,211.818,0.996999979019165,500.205,212.092,0.9459999799728394,284.419,172.077,0.4020000100135803,490.248,163.345,0.5120000243186951,,,0.0,347.856,316.174,0.4320000112056732,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
93,,,0.0,340.212,124.736,0.9810000061988831,425.959,187.252,0.9990000128746033,,,0.0,403.159,205.701,0.9990000128746033,484.253,171.547,0.6129999756813049,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
